日期,代码,名称,类型,conf,5根,10根,20根,40根,净收益(扣成本),止损后净收益
2026-06-29,000951,中国重汽,Spring,96,12.94%,2.04%,11.00%,-1.84%,10.20%,10.20%
2026-06-29,002249,大洋电机,Spring,96,17.48%,-6.37%,-5.28%,-5.96%,-6.08%,-6.08%
2026-06-29,600015,华夏银行,Spring,96,4.14%,5.21%,7.52%,10.03%,6.72%,6.72%
2026-06-29,600893,航发动力,Spring,96,3.81%,-11.13%,-5.71%,-1.82%,-6.51%,-6.51%
2026-06-29,603235,天新药业,Spring,96,4.91%,2.67%,6.75%,2.94%,5.95%,5.95%
2026-06-29,000528,柳    工,Spring,95,7.26%,0.39%,10.51%,4.41%,9.71%,9.71%
2026-06-29,000828,东莞控股,Spring,95,2.85%,1.69%,3.91%,4.97%,3.11%,3.11%
2026-06-29,000582,北部湾港,Spring,94,8.93%,3.13%,18.23%,-1.04%,17.43%,17.43%
2026-06-29,002061,浙江交科,Spring,94,7.16%,5.67%,5.37%,3.58%,4.57%,4.57%
2026-06-29,002481,双塔食品,Spring,94,5.00%,6.05%,6.05%,8.68%,5.25%,5.25%
2026-06-29,002594,比亚迪,Spring,94,9.92%,9.22%,16.02%,14.26%,15.22%,15.22%
2026-06-29,603179,新泉股份,Spring,94,11.18%,-8.63%,-17.04%,-20.00%,-17.84%,-17.84%
2026-06-29,603299,苏盐井神,Spring,94,3.40%,3.62%,3.28%,1.70%,2.48%,2.48%
2026-06-29,603416,信捷电气,Spring,94,17.22%,10.83%,-2.56%,-11.14%,-3.36%,-3.36%
2026-06-29,605266,健之佳,Spring,94,6.68%,3.51%,4.50%,8.86%,3.70%,3.70%
2026-06-29,605599,菜百股份,Spring,94,4.81%,1.00%,8.76%,22.76%,7.96%,7.96%
2026-06-29,000534,万泽股份,Spring,93,17.50%,-4.81%,-4.01%,-12.01%,-4.81%,-4.81%
2026-06-29,600519,贵州茅台,Spring,93,1.00%,1.34%,7.91%,9.18%,7.11%,7.11%
2026-06-29,600894,广日股份,Spring,92,3.09%,-3.48%,-2.84%,-0.52%,-3.64%,-3.64%
2026-06-29,002039,黔源电力,Spring,91,5.32%,-2.24%,1.20%,1.62%,0.40%,0.40%
2026-06-29,600028,中国石化,Spring,91,4.56%,5.86%,11.71%,15.62%,10.91%,10.91%
2026-06-30,000683,博源化工,Spring,96,2.29%,0.09%,14.52%,12.70%,13.72%,13.72%
2026-06-30,002588,史丹利,Spring,96,4.68%,4.05%,9.37%,-2.15%,8.57%,8.57%
2026-06-30,601100,恒立液压,Spring,90,7.78%,0.65%,-2.99%,-5.85%,-3.79%,-3.79%
2026-07-01,600036,招商银行,Spring,94,5.65%,8.04%,13.47%,13.87%,12.67%,12.67%
2026-07-01,600968,海油发展,Spring,94,4.17%,9.82%,15.18%,16.07%,14.38%,14.38%
2026-07-01,600741,华域汽车,Spring,93,3.22%,7.29%,13.47%,5.59%,12.67%,12.67%
2026-07-01,600882,妙可蓝多,Spring,93,17.92%,24.67%,38.40%,23.09%,37.60%,37.60%
2026-07-01,601899,紫金矿业,Spring,93,8.96%,14.81%,28.04%,38.98%,27.24%,27.24%
2026-07-01,000425,徐工机械,Spring,92,6.58%,5.70%,13.39%,0.79%,12.59%,12.59%
2026-07-02,002956,西麦食品,Spring,91,1.03%,-13.14%,-13.83%,-16.72%,-14.63%,-14.63%
2026-07-09,002379,宏桥控股,ST,97,31.02%,44.52%,33.29%,35.76%,32.49%,32.49%
2026-07-09,600406,国电南瑞,SC,97,1.94%,12.41%,11.49%,4.20%,10.69%,10.69%
2026-07-09,600261,阳光照明,Spring,95,4.14%,2.76%,5.17%,11.03%,4.37%,4.37%
2026-07-10,300750,宁德时代,Spring,92,3.22%,9.82%,11.27%,1.01%,10.47%,10.47%
2026-07-10,600559,老白干酒,Spring,92,4.46%,1.34%,7.50%,4.38%,6.70%,6.70%
2026-07-13,002648,卫星化学,ST,94,10.47%,11.60%,19.89%,22.38%,19.09%,19.09%
2026-07-14,603195,公牛集团,Spring,95,5.15%,8.46%,10.87%,4.47%,10.07%,10.07%
2026-07-15,600760,中航沈飞,Spring,97,7.41%,10.20%,10.98%,22.92%,10.18%,10.18%
2026-07-17,002545,东方铁塔,ST,93,20.68%,21.85%,11.51%,9.49%,10.71%,10.71%
2026-07-20,600435,北方导航,Spring,92,5.48%,9.84%,14.00%,15.62%,13.20%,13.20%
2026-07-21,300864,南大环境,SC,97,-0.96%,4.04%,11.74%,41.24%,10.94%,10.94%
2026-07-21,002903,宇环数控,Shakeout,96,-3.61%,4.07%,25.12%,10.54%,24.32%,24.32%
2026-07-21,600178,东安动力,Spring,95,12.69%,15.81%,13.17%,15.45%,12.37%,12.37%
2026-07-21,000534,万泽股份,Spring,92,-0.24%,3.40%,16.80%,-6.80%,16.00%,16.00%
2026-07-21,601958,金钼股份,Spring,91,-4.86%,3.54%,8.44%,-2.84%,7.64%,7.64%
2026-07-30,510300,沪深300ETF华泰柏瑞,ST,92,0.83%,2.26%,2.69%,1.87%,1.89%,1.89%
